SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
21333,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-05-14 15:00:00,1.5
21334,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-05-14 15:00:00,1.5
21335,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-05-20 15:00:00,2.5
21336,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-05-20 15:00:00,2.5
21337,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-05-20 16:00:00,10.5
21338,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-05-20 16:00:00,10.5
21339,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-05-25 12:00:00,5.0
21340,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-05-25 12:00:00,5.0
21341,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-05-25 13:00:00,0.5
21342,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-05-25 13:00:00,0.5
21343,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-05-26 00:00:00,0.5
21344,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-05-26 00:00:00,0.5
21345,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-01 15:00:00,0.5
21346,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-01 15:00:00,0.5
21347,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-01 17:00:00,0.5
21348,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-01 17:00:00,0.5
21349,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-01 18:00:00,0.5
21350,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-01 18:00:00,0.5
21351,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-01 21:00:00,0.5
21352,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-01 21:00:00,0.5
21353,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-02 02:00:00,0.5
21354,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-02 02:00:00,0.5
21355,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-03 19:00:00,0.5
21356,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-03 19:00:00,0.5
21357,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-03 21:00:00,0.5
21358,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-03 21:00:00,0.5
21359,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-06 03:00:00,0.5
21360,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-20 00:00:00,0.5
21361,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-21 16:00:00,0.5
21362,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-23 12:00:00,0.5
21363,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-27 03:00:00,0.5
21364,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-06-30 05:00:00,0.5
21365,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-07-04 15:00:00,0.5
21366,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-07-04 15:00:00,0.5
21367,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-07-09 18:00:00,0.5
21368,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-07-11 21:00:00,498.0
21369,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-07-14 11:00:00,0.5
21370,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-07-14 22:00:00,256.5
21371,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-07-16 19:00:00,214.5
21372,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-07-17 04:00:00,385.0
21373,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-07-19 18:00:00,0.5
21374,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-07-23 22:00:00,5.0
21375,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-07-26 18:00:00,0.5
21376,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-07-26 18:00:00,0.5
21377,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-08-02 21:00:00,156.0
21378,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-08-04 17:00:00,0.5
21379,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-08-04 17:00:00,0.5
21380,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-08-13 11:00:00,0.5
21381,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-08-20 20:00:00,0.5
21382,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-08-20 20:00:00,0.5
21383,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-08-29 23:00:00,0.5
21384,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-08-29 23:00:00,0.5
21385,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-09-07 08:00:00,0.5
21386,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-09-07 08:00:00,0.5
21387,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-09-16 02:00:00,0.5
21388,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-09-16 02:00:00,0.5
21389,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-09-24 14:00:00,0.5
21390,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-10-16 18:00:00,48.0
21391,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-12-24 10:00:00,0.5
21392,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-12-27 15:00:00,1.0
21393,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2024-12-28 22:00:00,0.5
21394,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2025-01-16 21:00:00,0.5
21395,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2025-02-14 18:00:00,192.0
21396,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2025-03-02 23:00:00,192.0
21397,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2025-04-29 17:00:00,136.0
21398,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2025-06-05 17:00:00,0.5
21399,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2025-06-10 09:00:00,0.5
21400,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2025-06-17 17:00:00,96.0
21401,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2025-06-24 19:00:00,0.5
21402,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2025-07-03 14:00:00,0.5
21403,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2025-07-12 08:00:00,0.5
21404,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2025-07-20 09:00:00,0.5
21405,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2025-07-27 16:00:00,0.5
21406,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2025-07-27 16:00:00,0.5
21407,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2025-08-04 03:00:00,0.5
21408,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2025-08-18 21:00:00,0.5
21409,Khati_1,Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,30.11019722,79.94055833,2025-09-13 13:00:00,0.5
21410,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-07-28 19:00:00,4.5
21411,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-08-28 17:00:00,1.5
21412,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-08-28 18:00:00,1.5
21413,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-08-28 21:00:00,1.5
21414,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-08-29 00:00:00,1.5
21415,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-08-29 02:00:00,4.5
21416,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-08-29 03:00:00,5.0
21417,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-05 19:00:00,7.5
21418,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-06 00:00:00,7.5
21419,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-06 02:00:00,7.5
21420,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-12 17:00:00,1.5
21421,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-12 19:00:00,5.5
21422,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-12 21:00:00,5.5
21423,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-12 22:00:00,5.5
21424,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-13 01:00:00,5.5
21425,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-13 03:00:00,5.5
21426,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-13 06:00:00,5.5
21427,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-13 08:00:00,5.5
21428,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-14 01:00:00,0.5
21429,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-14 03:00:00,0.5
21430,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-14 08:00:00,0.5
21431,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-14 18:00:00,1.0
21432,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-14 21:00:00,2.5
21433,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-14 22:00:00,2.5
21434,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-14 23:00:00,2.5
21435,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-15 00:00:00,2.5
21436,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-15 01:00:00,3.0
21437,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-15 02:00:00,3.5
21438,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-15 07:00:00,6.0
21439,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-15 11:00:00,1.0
21440,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-15 12:00:00,1.0
21441,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-15 14:00:00,1.5
21442,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-15 16:00:00,4.0
21443,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-15 18:00:00,4.5
21444,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-15 20:00:00,5.0
21445,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-15 21:00:00,5.0
21446,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-16 05:00:00,5.0
21447,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-16 07:00:00,5.0
21448,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-17 11:00:00,1.0
21449,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-18 02:00:00,5.0
21450,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-18 16:00:00,8.0
21451,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-18 17:00:00,8.0
21452,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-18 18:00:00,8.0
21453,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-19 00:00:00,9.0
21454,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-19 02:00:00,9.0
21455,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-19 05:00:00,9.0
21456,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-19 06:00:00,9.0
21457,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-21 18:00:00,1.0
21458,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-21 19:00:00,1.0
21459,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-21 20:00:00,1.0
21460,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-21 21:00:00,1.0
21461,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-22 03:00:00,1.0
21462,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-22 04:00:00,1.0
21463,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-22 06:00:00,1.0
21464,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-22 07:00:00,1.0
21465,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-22 08:00:00,1.0
21466,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-24 07:00:00,0.5
21467,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-24 12:00:00,0.5
21468,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-24 16:00:00,0.5
21469,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-24 19:00:00,0.5
21470,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-24 21:00:00,0.5
21471,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-25 00:00:00,6.5
21472,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-25 01:00:00,8.5
21473,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-25 07:00:00,21.5
21474,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-25 08:00:00,24.5
21475,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-25 12:00:00,4.5
21476,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-25 14:00:00,4.5
21477,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-25 16:00:00,4.5
21478,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-25 19:00:00,4.5
21479,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-25 20:00:00,4.5
21480,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-25 23:00:00,4.5
21481,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-26 00:00:00,4.5
21482,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-26 05:00:00,4.5
21483,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-26 07:00:00,4.5
21484,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-26 08:00:00,4.5
21485,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-27 16:00:00,2.0
21486,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-27 17:00:00,2.0
21487,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-27 21:00:00,2.0
21488,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-28 01:00:00,2.0
21489,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-28 03:00:00,2.0
21490,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-28 04:00:00,2.0
21491,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-28 05:00:00,2.0
21492,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-28 06:00:00,2.0
21493,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-09-28 08:00:00,2.0
21494,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-10-01 17:00:00,0.5
21495,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-10-01 18:00:00,0.5
21496,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-10-01 19:00:00,0.5
21497,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-10-01 20:00:00,0.5
21498,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-10-01 21:00:00,0.5
21499,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-10-01 22:00:00,0.5
21500,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-10-01 23:00:00,0.5
21501,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-10-02 00:00:00,0.5
21502,Kosi_1,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.6191,79.62060833,2022-10-02 01:00:00,0.5
